Полное ФИО;Серия Номер;Пункт Отправления;Пункт Назначения;Время Отправления;Время Прибытия;Номер Поезда;Вагон-Место;Цена;Карта
Попова Кира Альбертовна;3099_802812;Абакан;Ачинск;;;616.0;5_19;524.0;5500751782412045_
Котов Андрей Борисович;3366_117772;Омск;Тюмень;;;354.0;19_7;842.0;4000143006885606_
Логинов Ярослав Германович;7504_552977;Староминская;Ейск;2019-08-30T13:37;2019-08-30T21:18;151.0;12_12;582.0;2207337638208621_
Соловьев Ростислав Русланович;6090_720130;Воронеж;Ростов-на-Дону;2020-05-07T14:00;2020-05-07T22:40;555.0;7_2;531.0;4817877261743421_
Васильев Елистрат Богданович;2695_553454;Ростов-на-Дону;;;2030-12-20T01:30;284.0;13_68;536.0;5469003383146363_
;;Анапа;;;2015-02-08T06:30;;;1070.0;5500820755085662_
;;Санкт-Петербург;Екатеринбург;2025-05-10T17:55;2025-05-12T13:01;;;1844.0;2204751124638306_
Иванов Денис Максимович;7228_027014;Вильнюс;Минск;2034-12-08T07:21;2034-12-08T12:09;;;508.0;5400371755878024_
Русаков Прохор Фёдорович;4910_753816;Санкт-Петербург;Рузаевка;2022-12-22T09:45;2022-12-23T03:45;;;1094.0;5200522521782682_
Назаров Арсений Степанович;7374_045333;Уфа;Омск;2021-11-18T02:45;2021-11-19T09:15;474.0;21_3;1451.0;5334671400416373_
Осипов Макар Макарович;7089_794511;;;2019-06-01T00:33;2019-06-01T08:11;16.0;16_1;719.0;4276670743820772_
Тарасова Юлия Степановна;8322_101074;;;2014-11-17T07:15;2014-11-17T17:00;476.0;17_14;792.0;5100552235183863_
Морозов Леонид Владиславович;4431_283681;;;2024-04-28T06:05;;;3_1;5876.0;5486503415250100_
Назаров Глеб Иванович;2887_382058;;;2014-10-14T08:00;;;1_4;622.0;2200180670806662_
Калашникова Милана Тиграновна;9394_420450;Керчь;Волгоград;2062-05-07T05:04;2062-05-07T20:48;232.0;3_1;4124.0;4817402046357812_
Ефремова Ульяна Захаровна;5378_519353;Ярославль;Адлер;2047-05-23T00:40;2047-05-24T20:00;477.0;29_10;1748.0;5469416550604704_
Афанасьев Богдан Романович;1889_403711;;;2027-07-02T01:21;2027-07-02T06:33;298.0;;;2202417237601050_
Тихомирова Юнона Артемовна;;;;2030-07-07T05:25;;;;;5400273058176266_
Комарова Валерия Вячеславовна;;;;2028-03-22T00:47;;;;546.0;4567343843201078_
Астафьев Прокофий Фёдорович;;;;2013-01-12T15:46;;;;536.0;5469116204740622_
Волков Тимофей Владиславович;;;Ростов-на-Дону;2016-05-23T17:45;2016-05-23T23:30;156.0;2_4;510.0;4817078140147504_
Соловьёва Аделина Васильевна;;;Новороссийск;2028-08-16T17:36;2028-08-17T08:00;;;949.0;5200351832708674_
Колесникова Александра Климентовна;4647_016457;Кострома;;;;;;531.0;5334303060076022_
Астафьев Артур Васильевич;4979_214801;Краснодар;;;;;;;
Макаров Денис Эльдарович;5611_696791;Сочи;;;;186.0;16_14;;
Орлова Анастасия Леонидовна;;;Санкт-Петербург;2018-11-06T15:51;2018-11-06T20:15;98.0;25_7;632.0;5100806181776823_
Иванова Зарема Захаровна;;;Краснодар;2027-04-17T23:50;;;2_3;569.0;4567582437522630_
Щукина Алевтина Тарасовна;;;Нижний Новгород;2014-10-14T19:42;;;7_25;536.0;4276384833401468_
Белов Николай Аполлонович;;;Рязань;2037-04-23T08:07;2037-04-23T16:08;48.0;;;2204514376307354_
Орлова Юлия Аркадьевна;3706_204685;Саратов;Самара;2024-05-21T17:15;2024-05-22T06:51;104.0;;;4100521757316145_
;;;Сызрань;2025-12-07T00:32;2025-12-07T03:33;11.0;;;5500831807614138_
;;;Москва;2014-03-03T06:37;2014-03-03T11:18;;;;4100078602370860_
;;;Ростов-на-Дону;2021-03-13T04:36;;;;;
Моисеев Никита Елистратович;8915_532092;Сочи;Краснодар;2057-02-24T01:55;;;;;
Васильев Павел Кириллович;3420_144686;Адлер;Волгоград;2039-09-30T19:15;;;;;5334876876401220_
Моисеев Кирилл Фёдорович;9830_390831;Тюмень;Нижневартовск;;;;;;5334287657366825_
Марков Прокофий Елистратович;1450_138276;Санкт-Петербург;Москва (Курский);;;;5_62;517.0;2200271285021577_
Котова Зарема Олеговна;1803_997987;Жмеринка;Кишинев;;;;8_28;578.0;5486016153875246_
;;;Москва;;;570.0;4_43;561.0;4276342031465246_
;;;Керчь;2035-07-18T15:25;2035-07-19T02:14;494.0;5_3;532.0;4100461021818686_
;;;Адлер;2014-07-06T17:42;2014-07-07T07:30;263.0;25_6;897.0;4000515384268327_
Щербакова Наталья Тарасовна;4137_291465;Самара;Москва;2024-06-19T08:40;2024-06-20T09:00;;;;4000455888108443_
Осипов Ростислав Владленович;7549_714482;Сочи;Имеретинский Курорт;2015-03-27T15:00;2015-03-27T18:00;;;;5500708741111178_
Баранов Леонид Тимурович;9885_874930;Ростов-на-Дону;Воронеж;2018-02-14T20:32;2018-02-15T06:08;;;;2204103242881783_
Лебедев Михаил Адамович;;;Пенза;2022-02-19T15:40;2022-02-20T06:50;571.0;2_49;727.0;5486078327655832_
Харитонова Глафира Максимовна;;;Саранск;2032-11-28T17:30;2032-11-30T10:18;460.0;2_13;573.0;4300511628638037_
Дмитриев Артур Наумович;9888_601777;Москва;Санкт-Петербург;;;;6_10;554.0;4567620801435287_
Афанасьев Геннадий Семёнович;2157_258947;Луга;Санкт-Петербург;;;;6_16;527.0;4300585113483541_
Суханов Пантелей Робертович;6377_204969;Туапсе;Ростов-на-Дону;2019-09-12T19:49;2019-09-13T00:23;734.0;15_68;582.0;5500745486280457_
Мельников Всеволод Даниилович;6465_172048;Прохоровка;Москва;2015-05-01T13:16;2015-05-01T18:34;736.0;11_40;595.0;4276120853420057_
Морозов Ефим Кириллович;3698_140615;Симферополь;Ростов-на-Дону;2052-10-30T03:35;2052-10-30T23:35;438.0;1_4;800.0;2207758805604020_
Ушаков Серафим Давидович;3442_810528;Воронеж;Ростов-на-Дону;2028-12-20T19:00;2028-12-21T00:00;297.0;1_34;575.0;5100501818853132_
Соболев Вадим Ильич;9707_062030;Ростов-на-Дону;Москва;2023-02-13T05:40;2023-02-13T18:30;430.0;1_9;523.0;2202162464801317_
Симонов Всеволод Емельянович;5879_361027;Ростов-на-Дону;Волгоград;2045-08-06T10:45;2045-08-06T20:00;482.0;10_39;533.0;2207663237180823_
Котов Матвей Альбертович;4114_043450;Череповец;Тихвин;2021-11-13T14:15;2021-11-13T18:15;684.0;22_29;543.0;5469307566040764_
Соболев Роберт Николаевич;9891_831352;Рязань;Ростов-на-Дону;2023-07-13T16:18;2023-07-14T01:54;;;799.0;4817045708378485_
Климов Егор Денисович;1694_182839;Уфа;Самара;2057-07-19T03:41;2057-07-19T13:02;;;;
Виноградова Нинель Ростиславовна;;;;2025-08-26T02:19;2025-08-26T06:51;;;;
Богданова Ксения Платоновна;;;;2101-07-27T06:25;2101-07-27T18:40;;;;
Быкова Кира Павловна;;;;2031-06-17T05:10;2031-06-18T10:30;54.0;23_2;;
Макаров Пётр Станиславович;7830_023735;Омск;Самара;;;685.0;33_3;1314.0;5500003171547008_
Соколова Мария Емельяновна;7799_329202;Великие Луки;Санкт-Петербург;;;646.0;5_1;2189.0;4817711185555578_
Ефимова Василиса Николаевна;2684_645568;Ковров;Владимир;;;774.0;10_67;559.0;5334146174587040_
Орлова Юнона Федоровна;6673_065803;Краснодар;Новороссийск;;;335.0;3_37;526.0;5469748735367185_
Жуков Фёдор Андреевич;4812_540835;Шуя;Москва;;;196.0;3_40;512.0;5334755556644853_
Бурова Регина Марковна;2211_483259;Джанкой;Воронеж;;;562.0;7_28;;
Калашникова Александра Вадимовна;9856_174984;Вытегра;;;2019-09-26T19:20;17.0;5_1;;
Журавлев Адам Васильевич;9200_104672;Ростов-на-Дону;;;;;3_1;;
Савельева Аделина Игнатьевна;4346_622012;Красноярск;;;;;33_5;;
;;Ярославль;;;;;11_43;573.0;5469277454478625_
;;Краснодар;;;;;11_69;536.0;2207063165158113_
;;Волгоград;;;2061-01-14T21:20;;;;5100706854112277_
;;;Саратов;2013-08-09T08:32;2013-08-09T19:33;;;;2202374770583418_
Гуляева Ирина Макаровна;;;Ярославль;2015-09-07T18:20;2015-09-07T22:20;;;;5200587511852230_
Макаров Савелий Львович;0580_393598;Омск;Абакан;2067-03-03T20:00;2067-03-05T14:00;421.0;18_3;1886.0;5500140486177343_
Смирнова Агния Емельяновна;8639_887350;Рязань;Москва;;;;1_3;509.0;2207540872053137_
Афанасьева Маргарита Прокофьевна;6805_175224;Чудово;Москва;;;;;645.0;5500256018886110_
Ершова Варвара Александровна;3490_311191;Вязьма;Москва;;;;;536.0;4300360323730813_
Петров Аркадий Эмильевич;7955_244508;Волгоград;Рязань;2029-10-28T16:55;;;;545.0;4000672156521505_
Сидоров Эльдар Эрнестович;0378_625905;Улан-Удэ;Красноярск;2102-04-06T16:30;;;26_5;1444.0;4817244227311387_
Кузнецова Роза Казимировна;2322_493871;Саратов;Самара;2053-11-18T15:00;2053-11-19T00:40;108.0;16_27;604.0;4567271832788108_
Мишина Римма Константиновна;6861_572765;Тольятти;Рузаевка;2015-10-27T17:30;2015-10-28T02:34;66.0;23_1;761.0;5100783617544146_
Гусев Елисей Георгиевич;1512_102775;Новокузнецк;Москва;2013-11-22T21:05;2013-11-25T14:11;118.0;2_15;617.0;2204733102607567_
Белов Прокофий Романович;;;;;2030-07-15T20:30;305.0;4_1;2727.0;4817032444846073_
Морозов Анатолий Савельевич;;;;;2022-12-20T02:45;302.0;4_1;3994.0;2200231576410206_
Морозов Алексей Николаевич;;;;;2022-01-26T16:30;214.0;9_9;551.0;4567643340052355_
Некрасов Геннадий Маркович;;;Воронеж;2038-09-10T01:30;2038-09-10T08:00;373.0;28_7;702.0;4300643041545481_
Давыдов Артём Валентинович;8982_500823;Омск;Красноярск;2037-02-23T04:59;2037-02-24T09:51;75.0;5_51;586.0;2204125221266215_
Соколова Изабелла Савельевна;1089_709724;Самара;Екатеринбург;2034-12-26T18:45;2034-12-27T18:45;506.0;3_1;6029.0;5200631148786822_
Самойлова Ядвига Всеволодовна;6437_001370;Рязань;Санкт-Петербург;2035-08-26T02:21;2035-08-26T12:45;38.0;34_6;843.0;4817768852041028_
;;Волгоград;Саратов;2014-04-30T04:33;2014-04-30T12:19;524.0;30_3;742.0;5500681200636843_
;;Хор;Хабаровск;2020-11-06T19:25;2020-11-06T22:45;642.0;36_5;604.0;5100125070636027_
Осипов Святослав Алексеевич;7282_196390;Ростов-на-Дону;Адлер;2018-02-06T22:18;2018-02-07T07:30;263.0;;;4276383347343333_
Карпова Анастасия Власовна;8799_045486;Екатеринбург;Омск;2034-09-11T10:00;2034-09-12T00:09;442.0;;;4817345562824804_
Семёнова Доминика Дамировна;5168_351016;Тверь;Москва;2015-01-21T11:32;2015-01-21T12:53;704.0;2_1;544.0;4000166403832478_
Савельева Ирина Геннадиевна;7058_591170;Ростов-на-Дону;Москва;2033-03-09T15:30;2033-03-10T01:30;284.0;1_7;;
;;Краснодар;Новороссийск;2063-08-11T11:20;2063-08-11T20:51;449.0;29_7;;
;;Сочи;Краснодар;2013-12-29T17:32;2013-12-29T22:06;734.0;10_53;;
;;Киров;Москва;2014-10-16T01:47;2014-10-16T15:49;350.0;5_36;;
;;Ярославль;Котлас;2016-10-11T19:30;2016-10-12T07:21;588.0;1_51;677.0;4567523883454571_
;;Ростов-на-Дону;Рязань;2047-04-27T01:29;2047-04-27T18:43;660.0;18_20;686.0;5500160846413802_
Шилов Георгий Ильич;3718_621608;Воронеж;;;2035-11-24T19:45;283.0;3_48;530.0;4276480745530836_
Куликов Евгений Елистратович;8516_895055;;;;2029-07-12T22:34;171.0;27_2;667.0;5400021785728833_
;;;;;2023-07-29T12:58;65.0;1_38;704.0;5100715323575764_
;;;;;;246.0;2_10;519.0;2202630125841310_
;;;;;;;;526.0;5200156188281384_
;;;;2041-05-25T00:31;;;;2452.0;5334518802837746_
;;;;2034-12-22T01:48;;;;578.0;5400507086408630_
Самойлова Алиса Борисовна;3401_354218;Ростов-на-Дону;Москва;2018-07-12T06:45;2018-07-13T02:00;580.0;8_41;569.0;5500736716147581_
Никитина Софья Елистратовна;8087_991274;;;2014-11-17T05:48;2014-11-18T09:12;372.0;3_1;6812.0;4000153661207854_
Леонова Дарья Аркадьевна;7761_189877;;;2013-01-07T09:47;2013-01-07T10:48;712.0;6_8;527.0;4567825322751087_
;;Воронеж;Рязань;2021-12-15T10:18;2021-12-15T14:54;58.0;4_1;1559.0;4567531127182621_
;;Уфа;Волгоград;2076-01-13T05:47;;;7_14;629.0;4100462807853101_
Жданова Устинья Власовна;0952_865440;Воронеж;Москва;2025-11-28T21:55;;;20_6;690.0;5334364232352644_
Медведева Дарья Борисовна;;;Адлер;;;;27_1;1250.0;5100068615505277_
Мельников Дамир Валентинович;;;Архангельск;;;;1_13;569.0;4100577876150264_
Филиппов Игнат Леонидович;8350_984824;Краснодар;Волгоград;;;532.0;6_15;539.0;4300088204747577_
Савельев Леонид Елисеевич;4288_854709;Ростов-на-Дону;;;;105.0;30_1;750.0;4567845710484176_
Попов Ростислав Тигранович;8229_036896;Краснодар;;;;;;535.0;5334075661767147_
Комарова Виталина Антоновна;3734_874503;Москва (Курский);;;;;;999.0;5200578727058145_
Седов Давид Эрнестович;8784_945452;Владимир;;;;101.0;10_21;508.0;5100832323035814_
Ромашкина Лариса Игоревна;0658_937225;Волгоград;;;;457.0;9_9;560.0;5100357846831041_
Григорьева Изабелла Викторовна;5767_805153;Ростов-на-Дону;;;;484.0;5_4;526.0;2202685170152706_
Филиппов Тарас Даниилович;9179_153542;Сочи;Ростов-на-Дону;2013-03-13T19:50;2013-03-14T07:10;314.0;16_34;622.0;5469510220447843_
Захарова Елизавета Адамовна;9050_181443;Рязань;Мин. Воды;2031-02-15T14:51;2031-02-16T06:24;429.0;9_27;;
Миронова Майя Романовна;2921_398209;Ростов-на-Дону;Москва;2023-08-25T05:40;2023-08-25T18:30;430.0;1_1;;
Фролова Мелания Пантелеевна;4401_084341;Санкт-Петербург;Рузаевка;2030-07-06T12:55;2030-07-07T05:35;37.0;1_8;530.0;4817833371460501_
Семёнова Изабелла Павловна;6828_169958;Прохладная;Владикавказ;2031-01-08T00:25;2031-01-08T05:26;189.0;7_51;521.0;2207625557120350_
Гаврилов Егор Андреевич;2554_218127;Туапсе;Краснодар;2013-07-31T03:47;2013-07-31T07:18;696.0;;;5500103154248218_
Иванова Элла Борисовна;7280_611336;Ростов-на-Дону;Армавир;2016-03-22T20:30;2016-03-23T01:10;99.0;;;4276874025650646_
Краснов Еремей Петрович;2626_762129;Москва;Брянск;2013-08-30T19:10;2013-08-31T01:16;187.0;;;
Григорьева Доминика Филипповна;9703_033753;Кизляр;Махачкала;2037-01-21T17:25;2037-01-22T00:06;411.0;;;
Волков Егор Климентович;9861_392749;Пермь;Санкт-Петербург;2051-06-08T07:45;;;;864.0;5334274104702886_
Ефремова Элла Сергеевна;6264_169621;Арзамас;Краснодар;2048-12-03T18:48;;;;1382.0;2204467663158058_
Жданова Ульяна Артуровна;3158_525380;Струги Красные;Псков;2016-01-24T18:52;;;;507.0;2200211465401752_
Карпова Лиана Марковна;2950_380315;Самара;Саратов;2033-09-04T03:10;;;;786.0;5400420277271527_
Тарасов Эльдар Георгиевич;4858_228166;Симферополь;Самара;;;;20_4;2007.0;4100068355747130_
Дмитриев Лев Прокофьевич;9038_342721;Самара;Ростов-на-Дону;;;;4_8;581.0;5334386606748143_
Афанасьева Октябрина Лаврентьевна;7252_997631;Омск;Волгоград;;;;4_1;11789.0;4276025156033548_
Белов Давид Кузьмич;8101_216587;Рузаевка;Тольятти;;;65.0;1_13;516.0;4817418734057066_
Петрова Галина Серафимовна;7864_355768;Санкт-Петербург;Сухум;;;185.0;10_7;1018.0;4567825828541717_
Ефремов Матвей Романович;1974_543930;Пенза;Симферополь;;;571.0;5_29;659.0;5469272367228445_
Сафронова Алина Германовна;8124_947927;Москва;Тверь;;;703.0;5_43;536.0;5334125141757827_
;;Тула;;;;;29_5;764.0;4100351267377722_
;;;;;;;34_5;975.0;5486183722850733_
;;;;;;;20_22;775.0;5486283753634241_
;;;;;;;24_2;846.0;5500601887550047_
Миронов Прохор Елистратович;2140_030152;;;;;;8_30;547.0;5200246255135738_
Краснов Кузьма Викторович;7270_037260;Краснодар;Крымская;;;;24_12;673.0;2204378456487633_
Емельянова Надежда Валентиновна;6975_477442;Уфа;Саратов;2014-10-22T16:00;2014-10-23T09:40;655.0;23_8;1083.0;4567136074687463_
Ушаков Вадим Наумович;3517_772944;Новороссийск;Москва;;;296.0;18_1;1462.0;4567382444086264_
Мельникова Екатерина Ростиславовна;1418_007672;Кострома;Москва;;;758.0;3_20;;
Белова Регина Олеговна;5047_495200;Сочи;;;2018-07-22T20:06;585.0;20_14;;
Лазарева Светлана Ростиславовна;6318_632321;Волгоград;;;;568.0;6_15;;
Яковлева Пелагея Матвеевна;5317_765510;Москва (Восточный);Санкт-Петербург;;;38.0;20_32;;
Морозов Роман Григорьевич;6225_219335;Пенза;Волгоград;;;;;;
Борисова Фёкла Владиславовна;2765_870534;Дзержинск;Владимир;;;;;;
;;Москва (Курский);Адлер;2046-01-29T07:11;2046-01-30T15:15;105.0;;;
;;Хабаровск;Екатеринбург;2142-09-29T04:05;2142-10-01T21:20;440.0;6_8;695.0;4100281171385070_
Симонов Адам Прохорович;1612_400945;Канаш;Владимир;2016-02-24T03:33;2016-02-24T08:21;24.0;3_1;1605.0;4817236472834701_
Петров Назар Кристоферович;8375_366251;Нягань;Тюмень;2052-06-03T04:52;2052-06-03T22:06;84.0;28_3;1037.0;5400556785817657_
Зимина Алевтина Константиновна;4962_823365;Арзамас;Канаш;2016-12-19T22:31;2016-12-20T03:32;643.0;5_5;515.0;5469724827557608_
Фёдорова Радмила Марковна;;;Канаш;2016-07-28T17:55;2016-07-29T00:25;141.0;23_3;702.0;5200460703208423_
Миронова Раиса Максимовна;;;Владимир;2017-12-31T10:01;2017-12-31T13:03;;;554.0;2200737746156573_
;;;Струги Красные;2013-10-16T17:31;2013-10-16T18:32;;;533.0;2204115117360613_
;;;Владикавказ;2024-03-22T23:02;2024-03-23T07:04;681.0;1_13;514.0;2202454064288657_
;;;Ухта;2025-02-12T22:15;2025-02-13T02:39;98.0;31_6;637.0;5100656442786684_
Борисова Юнона Альбертовна;7932_473151;Рязань;Анапа;2017-09-23T03:58;2017-09-23T23:10;165.0;23_1;1133.0;2207355310310003_
Лебедев Александр Лукич;8581_564115;Крымская;Ростов-на-Дону;2032-03-01T05:30;2032-03-01T15:30;284.0;30_2;830.0;2207314125387706_
Янчук Алиса Евгеньевна;2647_267557;Москва;Санкт-Петербург;2028-05-23T14:55;2028-05-23T23:15;432.0;11_17;530.0;5469333605653457_
Сидоров Даниил Адамович;5144_578411;Москва;Рузаевка;2014-06-13T23:55;2014-06-14T07:57;147.0;2_5;620.0;4276266072375822_
Пономарев Даниил Игоревич;1574_579092;;;2018-08-24T18:52;2018-08-24T21:14;102.0;4_38;508.0;4817216527506256_
Родионов Семён Глебович;6721_691004;;;;;457.0;34_1;1333.0;5200441850260362_
Павлова Павла Оскаровна;3507_239516;Сочи;Ростов-на-Дону;;;482.0;5_1;2631.0;4817424576564432_
Тарасова Римма Оскаровна;3175_154093;Киров;Ростов-на-Дону;;;551.0;;;4567121035158223_
Абрамова Аглая Сергеевна;0494_273343;Сортавала;Петрозаводск;;;717.0;;;4000565855880370_
;;Воронеж;Москва;2035-06-05T17:33;;;;;2207002062342104_
;;Ростов-на-Дону;Краснодар;2035-06-19T00:28;;;;;4000546754213367_
Коновалова Вероника Назаровна;8297_744456;Ростов-на-Дону;Краснодар;2036-09-03T03:25;;;;752.0;5469624722203434_
Некрасова Дария Казимировна;0952_775698;Ростов-на-Дону;Прохладная;2027-12-01T20:30;2027-12-02T05:50;99.0;23_1;791.0;4817586264440461_
Гуляева Софья Владленовна;1446_766494;Бикин;Хор;2013-04-24T16:05;2013-04-24T19:25;642.0;8_40;514.0;2207205168614623_
Кудрявцева Злата Лукинична;9849_938745;Екатеринбург;Челябинск;2015-08-20T00:50;2015-08-20T09:15;145.0;9_8;590.0;4817600684858601_
Коновалов Александр Филиппович;5826_114456;Симферополь;Севастополь;2019-06-16T08:50;2019-06-16T18:50;437.0;29_5;812.0;2202120838151057_
Гаврилова Полина Платоновна;3783_189594;Новосибирск;Тюмень;2037-05-26T04:55;2037-05-27T03:45;;;568.0;5200270104381744_
Ершов Тигран Назарович;4467_436652;Москва;Мичуринск;2025-11-15T19:50;2025-11-16T03:52;;;750.0;5469175124887207_
Ершов Анатолий Лукич;5016_993270;Чудово;;;2013-12-05T21:23;709.0;7_27;527.0;5200108733336686_
Гусев Архип Тимофеевич;6507_393389;Волгоград;;;2067-12-11T00:25;352.0;22_5;936.0;4300514275065633_
Карпова Октябрина Марковна;4496_050950;Рязань;Гагра;2026-11-25T11:51;2026-11-26T12:06;313.0;1_43;863.0;2202810850580267_
Соболева Радмила Артуровна;2382_943078;Самара;Екатеринбург;2046-03-26T08:30;2046-03-27T01:30;218.0;20_12;1010.0;2204364176282801_
Ефремов Григорий Борисович;9472_415963;Москва;Нижневартовск;2024-12-23T09:15;2024-12-25T17:20;404.0;4_13;735.0;5334601536013347_
Новиков Андрей Даниилович;4136_152149;Воронеж;Москва;2044-10-23T22:30;2044-10-24T11:30;374.0;29_13;874.0;4276183254037870_
Емельянова Милана Серафимовна;;;;2030-04-06T05:50;2030-04-06T15:30;305.0;8_19;540.0;4817602277708174_
Сидорова Карина Артемовна;;;;2016-04-25T16:03;2016-04-27T19:06;198.0;27_5;2184.0;5486425353834415_
Соболева Ульяна Федоровна;;;;2014-11-20T14:30;2014-11-21T02:18;369.0;1_3;677.0;4567577746618653_
Морозова Елена Лаврентьевна;;;;2060-03-21T01:37;2060-03-22T09:28;60.0;1_38;977.0;5200124136436876_
Лебедев Евграф Арсеньевич;;;;2025-10-21T01:19;2025-10-21T07:32;419.0;18_3;679.0;4567575405731517_
;;;Ростов-на-Дону;2044-08-23T00:15;2044-08-23T21:05;539.0;2_34;812.0;5200306132156113_
;;;Адлер;2048-05-15T21:05;2048-05-16T17:55;539.0;21_5;1187.0;4276873445548344_
;;;Петрозаводск;2016-04-18T17:52;2016-04-18T21:05;329.0;2_18;548.0;2200405527741774_
Сафронова Виктория Назаровна;1981_273469;;;2013-08-29T20:49;2013-08-29T22:51;604.0;12_30;507.0;4100514266843213_
Егоров Владимир Климентович;1229_224148;;;2014-03-11T12:21;2014-03-12T19:49;231.0;2_29;972.0;4100832230074330_
Иванов Дмитрий Юрьевич;;;;2045-05-18T17:07;2045-05-19T17:21;514.0;15_13;761.0;2204252240265432_
Филиппов Архип Елистратович;;;;2065-03-04T19:25;2065-03-05T05:42;341.0;3_1;2869.0;5486054827525614_
Морозов Вячеслав Маркович;;;Москва;2018-11-26T05:03;2018-11-26T09:19;;;564.0;5100001545826188_
Егоров Дамир Макарович;;;;2029-12-25T23:39;2029-12-26T07:40;;;2347.0;5334310714156048_
Соловьев Павел Еремеевич;6259_126215;;;2013-07-10T20:11;2013-07-10T22:13;710.0;3_56;554.0;2200811610540005_
Калашникова Карина Игоревна;1767_372427;Санкт-Петербург;Керчь;2013-02-14T17:00;;;26_18;1580.0;4817104444314246_
Давыдов Константин Арсеньевич;6068_773920;Сухум;Гагра;2021-07-23T03:40;;;5_14;524.0;4817804518411365_
Маслов Пантелей Борисович;9616_375559;Москва;Ростов-на-Дону;2020-10-12T21:30;;;23_8;985.0;5100081675681574_
Русаков Степан Давидович;8514_033531;Краснодар;Самара;2051-01-27T01:06;;;19_5;1437.0;2207861711138671_
Седов Артур Пантелеевич;5952_459881;Без остановок;Санкт-Петербург;2013-08-11T12:41;2013-08-11T14:12;705.0;;;4817873318587445_
Ефремов Ростислав Казимирович;1019_313024;;;;2028-02-12T04:45;254.0;;;5500436332526616_
Савельев Матвей Владленович;1582_519842;;;;2032-02-21T08:15;264.0;;;2200703268663835_
Зимина Валерия Альбертовна;5546_582851;;;;2044-09-04T05:05;503.0;;;5200402018010053_
Афанасьева Элла Кузьминична;3298_116619;Инта;Вологда;2047-07-08T15:28;2047-07-09T20:52;42.0;2_5;552.0;2204280042622735_
;;Ковров;Владимир;2014-04-02T12:15;2014-04-02T13:46;774.0;3_30;572.0;4300487057557505_
;;Керчь;Самара;;;494.0;26_7;1434.0;5334773565843411_
;;Киров;Санкт-Петербург;;;428.0;27_2;1358.0;4276486624058741_
;;Рязань;Москва;2030-11-19T11:34;2030-11-19T17:35;498.0;6_44;525.0;5500660748551481_
;;Ростов-на-Дону;Адлер;2021-09-15T12:02;2021-09-16T16:50;243.0;2_15;551.0;4000314304264726_
;;Саратов;Самара;2029-11-12T16:23;2029-11-12T23:35;582.0;32_1;737.0;2202125017846737_
Яковлев Леонид Русланович;8881_358461;Волгоград;Санкт-Петербург;2035-09-21T00:06;2035-09-22T08:10;48.0;19_2;1423.0;5200535288081478_
Ершов Руслан Артурович;2401_392324;Нефтекамск;Уфа;2014-06-19T14:48;2014-06-19T22:04;395.0;28_7;709.0;2202225660478085_
Соколовский Василий Наумович;3900_458957;Москва;Санкт-Петербург;2018-03-05T03:05;2018-03-05T11:15;230.0;30_10;735.0;5400048585623754_
Макаров Тимофей Аполлонович;2299_818862;Владимир;Арзамас;2016-03-27T14:01;2016-03-27T15:47;743.0;5_43;547.0;5334826172688305_
Соколова Злата Альбертовна;2569_703761;Санкт-Петербург;Тверь;2013-08-12T08:50;2013-08-12T11:32;704.0;11_15;548.0;5334867370753172_
Мишина Майя Юрьевна;9382_221336;Анапа;Воронеж;2027-09-21T15:15;2027-09-22T17:15;556.0;27_1;1358.0;5334206124868636_
Седов Дамир Григорьевич;5896_355182;Новороссийск;Вятка;2016-07-25T18:00;2016-07-28T21:22;311.0;17_13;2761.0;4567756221264053_
Васильева Маргарита Геннадиевна;7693_435720;;;;2096-07-04T12:00;;;536.0;5486006301105342_
Гуляева Алина Вадимовна;1570_824043;;;;2013-10-08T15:18;;;649.0;4300824736264635_
Карпов Кирилл Пантелеевич;2461_901087;;;;2015-04-09T17:40;;;601.0;5200518730445157_
Сергеева Ульяна Артемовна;8923_563547;Самара;Москва;2103-09-27T09:00;2103-09-28T01:30;;;569.0;5500443831160481_
Миронова Глафира Георгиевна;9997_761780;Крымская;Ростов-на-Дону;2025-08-10T15:20;2025-08-10T23:00;110.0;8_46;532.0;4276753236105074_
Шилов Максим Лаврентьевич;9771_863415;Саратов;Волгоград;2069-02-15T00:21;2069-02-15T10:38;505.0;5_1;2869.0;4817470168474131_
Захаров Роман Климович;8037_646046;Владимир;Москва;2015-12-10T11:13;2015-12-10T12:44;10.0;8_51;506.0;5200182437483210_
Логинов Сергей Назарович;4453_387960;Саратов;Краснодар;2044-03-22T12:00;2044-03-23T05:40;381.0;19_13;1008.0;4000834221285274_
Павлова Ника Дмитриевна;9933_995838;Брян;Смоленск;2031-06-11T12:03;2031-06-11T22:15;598.0;4_43;530.0;4300500242705463_
Седов Пантелей Фёдорович;8753_545881;Воронеж;Краснодар;2026-05-06T10:22;2026-05-06T21:34;199.0;32_1;869.0;5200345232834423_
Богданова Элеонора Дмитриевна;7731_310033;Сухиничи;Брянск;2013-07-11T14:34;2013-07-11T16:36;627.0;3_6;506.0;5200116280022132_
Воробьёва Белла Вадимовна;9128_390083;Челябинск;Пермь;2017-07-23T11:45;2017-07-24T06:57;664.0;2_5;788.0;5200600617542575_
Савельева Клавдия Георгиевна;5694_435478;Туапсе;Адлер;2024-09-14T06:12;2024-09-14T13:14;611.0;27_4;732.0;4567868575465231_
