Полное ФИО;Серия Номер;Пункт Отправления;Пункт Назначения;Время Отправления;Время Прибытия;Номер Поезда;Вагон-Место;Цена;Карта;cluster
Котов Матвей Альбертович;4114_043450;Череповец;Тихвин;2021-11-13T14:15;2021-11-13T18:15;684.0;22_29;543.0;5469307566040764_;6.0
Соболев Роберт Николаевич;9891_831352;Рязань;Ростов-на-Дону;2023-07-13T16:18;2023-07-14T01:54;273.0;27_2;799.0;4817045708378485_;4.0
Климов Егор Денисович;1694_182839;Уфа;Самара;2057-07-19T03:41;2057-07-19T13:02;435.0;4_1;2654.0;5100867665570165_;5.0
Виноградова Нинель Ростиславовна;0115_760601;Ростов-на-Дону;Москва;2025-08-26T02:19;2025-08-26T06:51;104.0;1_16;568.0;4567526284316818_;5.0
Богданова Ксения Платоновна;0115_760601;Ростов-на-Дону;Москва;2101-07-27T06:25;2101-07-27T18:40;312.0;4_51;536.0;4100455507554722_;10.0
Быкова Кира Павловна;0115_760601;Ростов-на-Дону;Москва;2031-06-17T05:10;2031-06-18T10:30;54.0;23_2;1468.0;4000010102785320_;3.0
Макаров Пётр Станиславович;7830_023735;Омск;Самара;2037-01-25T15:10;2037-01-26T15:50;685.0;33_3;1314.0;5500003171547008_;2.0
Соколова Мария Емельяновна;7799_329202;Великие Луки;Санкт-Петербург;2014-02-19T17:25;2014-02-20T00:45;646.0;5_1;2189.0;4817711185555578_;5.0
Ефимова Василиса Николаевна;2684_645568;Ковров;Владимир;2015-08-29T12:15;2015-08-29T13:46;774.0;10_67;559.0;5334146174587040_;6.0
Орлова Юнона Федоровна;6673_065803;Краснодар;Новороссийск;2028-12-17T23:40;2028-12-18T06:05;335.0;3_37;526.0;5469748735367185_;10.0
Жуков Фёдор Андреевич;4812_540835;Шуя;Москва;2015-05-16T08:02;2015-05-16T12:06;196.0;3_40;512.0;5334755556644853_;1.0
Бурова Регина Марковна;2211_483259;Джанкой;Воронеж;2032-03-26T17:21;2032-03-27T16:09;562.0;7_28;595.0;5486254638636187_;8.0
Калашникова Александра Вадимовна;9856_174984;Вытегра;Петрозаводск;2019-09-26T14:56;2019-09-26T19:20;17.0;5_1;1513.0;5486516257244807_;3.0
Журавлев Адам Васильевич;9200_104672;Ростов-на-Дону;Краснодар;2017-09-12T22:40;2017-09-13T07:20;555.0;3_1;2496.0;5100016211081717_;5.0
Савельева Аделина Игнатьевна;4346_622012;Красноярск;Новосибирск;2059-12-08T05:40;2059-12-08T20:15;553.0;33_5;955.0;2207604277210325_;10.0
Макаров Андрей Казимирович;3889_425440;Ярославль;Кострома;2013-12-29T18:02;2013-12-29T20:04;757.0;11_43;573.0;5469277454478625_;6.0
Коновалов Лука Робертович;5194_099241;Краснодар;Анапа;2051-09-30T09:33;2051-09-30T19:45;459.0;11_69;536.0;2207063165158113_;9.0
Титова Регина Вячеславовна;6537_484914;Волгоград;Уфа;2061-01-13T23:42;2061-01-14T21:20;468.0;4_1;536.0;5100706854112277_;8.0
Осипова Маргарита Владленовна;9059_183231;Самара;Саратов;2013-08-09T08:32;2013-08-09T19:33;468.0;4_1;536.0;2202374770583418_;8.0
Гуляева Ирина Макаровна;6399_942796;Москва;Ярославль;2015-09-07T18:20;2015-09-07T22:20;468.0;4_1;536.0;5200587511852230_;8.0
Макаров Савелий Львович;0580_393598;Омск;Абакан;2067-03-03T20:00;2067-03-05T14:00;421.0;18_3;1886.0;5500140486177343_;5.0
Смирнова Агния Емельяновна;8639_887350;Рязань;Москва;2032-03-09T04:30;2032-03-09T09:30;80.0;1_3;509.0;2207540872053137_;5.0
Афанасьева Маргарита Прокофьевна;6805_175224;Чудово;Москва;2013-07-24T23:36;2013-07-25T02:18;778.0;1_3;645.0;5500256018886110_;7.0
Ершова Варвара Александровна;3490_311191;Вязьма;Москва;2015-06-27T13:27;2015-06-27T14:48;722.0;6_15;536.0;4300360323730813_;6.0
Петров Аркадий Эмильевич;7955_244508;Волгоград;Рязань;2029-10-28T16:55;2029-10-29T08:11;16.0;5_13;545.0;4000672156521505_;3.0
Сидоров Эльдар Эрнестович;0378_625905;Улан-Удэ;Красноярск;2102-04-06T16:30;2102-04-07T22:46;378.0;26_5;1444.0;4817244227311387_;5.0
Кузнецова Роза Казимировна;2322_493871;Саратов;Самара;2053-11-18T15:00;2053-11-19T00:40;108.0;16_27;604.0;4567271832788108_;5.0
Мишина Римма Константиновна;6861_572765;Тольятти;Рузаевка;2015-10-27T17:30;2015-10-28T02:34;66.0;23_1;761.0;5100783617544146_;3.0
Гусев Елисей Георгиевич;1512_102775;Новокузнецк;Москва;2013-11-22T21:05;2013-11-25T14:11;118.0;2_15;617.0;2204733102607567_;5.0
Белов Прокофий Романович;3447_460403;Ростов-на-Дону;Адлер;2030-07-15T10:50;2030-07-15T20:30;305.0;4_1;2727.0;4817032444846073_;3.0
Морозов Анатолий Савельевич;9330_107967;Воронеж;Краснодар;2022-12-19T11:35;2022-12-20T02:45;302.0;4_1;3994.0;2200231576410206_;3.0
Морозов Алексей Николаевич;4534_844628;Лиски;Москва;2022-01-26T11:42;2022-01-26T16:30;214.0;9_9;551.0;4567643340052355_;1.0
Некрасов Геннадий Маркович;7766_216706;Рязань;Воронеж;2038-09-10T01:30;2038-09-10T08:00;373.0;28_7;702.0;4300643041545481_;2.0
Давыдов Артём Валентинович;8982_500823;Омск;Красноярск;2037-02-23T04:59;2037-02-24T09:51;75.0;5_51;586.0;2204125221266215_;3.0
Соколова Изабелла Савельевна;1089_709724;Самара;Екатеринбург;2034-12-26T18:45;2034-12-27T18:45;506.0;3_1;6029.0;5200631148786822_;3.0
Самойлова Ядвига Всеволодовна;6437_001370;Рязань;Санкт-Петербург;2035-08-26T02:21;2035-08-26T12:45;38.0;34_6;843.0;4817768852041028_;3.0
Ефремова Глафира Германовна;5829_468468;Волгоград;Саратов;2014-04-30T04:33;2014-04-30T12:19;524.0;30_3;742.0;5500681200636843_;10.0
Родионов Владислав Дмитриевич;7196_389992;Хор;Хабаровск;2020-11-06T19:25;2020-11-06T22:45;642.0;36_5;604.0;5100125070636027_;7.0
Осипов Святослав Алексеевич;7282_196390;Ростов-на-Дону;Адлер;2018-02-06T22:18;2018-02-07T07:30;263.0;28_9;764.0;4276383347343333_;4.0
Карпова Анастасия Власовна;8799_045486;Екатеринбург;Омск;2034-09-11T10:00;2034-09-12T00:09;442.0;8_53;550.0;4817345562824804_;9.0
Семёнова Доминика Дамировна;5168_351016;Тверь;Москва;2015-01-21T11:32;2015-01-21T12:53;704.0;2_1;544.0;4000166403832478_;6.0
Савельева Ирина Геннадиевна;7058_591170;Ростов-на-Дону;Москва;2033-03-09T15:30;2033-03-10T01:30;284.0;1_7;518.0;2207868754538868_;2.0
Морозов Вадим Петрович;4365_729218;Краснодар;Новороссийск;2063-08-11T11:20;2063-08-11T20:51;449.0;29_7;774.0;5469314445141878_;10.0
Сидорова Элла Степановна;0115_760601;Сочи;Краснодар;2013-12-29T17:32;2013-12-29T22:06;734.0;10_53;582.0;4817711455880302_;6.0
Сидорова Элла Степановна;0115_760601;Киров;Москва;2014-10-16T01:47;2014-10-16T15:49;350.0;5_36;558.0;5500707742623073_;10.0
Зайцева Инна Витальевна;4248_973033;Ярославль;Котлас;2016-10-11T19:30;2016-10-12T07:21;588.0;1_51;677.0;4567523883454571_;9.0
Якушева Жанна Тарасовна;9477_965786;Ростов-на-Дону;Рязань;2047-04-27T01:29;2047-04-27T18:43;660.0;18_20;686.0;5500160846413802_;8.0
Шилов Георгий Ильич;3718_621608;Воронеж;Краснодар;2035-11-24T09:45;2035-11-24T19:45;283.0;3_48;530.0;4276480745530836_;2.0
Куликов Евгений Елистратович;8516_895055;Москва;Рязань;2029-07-12T16:45;2029-07-12T22:34;171.0;27_2;667.0;5400021785728833_;5.0
Морозова Белла Максимовна;7294_605355;Рязань;Тольятти;2023-07-28T23:22;2023-07-29T12:58;65.0;1_38;704.0;5100715323575764_;3.0
Петрова Лада Богдановна;7483_313529;Ростов-на-Дону;Москва;2014-08-11T21:34;2014-08-12T08:11;246.0;2_10;519.0;2202630125841310_;1.0
Давыдов Герман Германович;8336_226717;Ростов-на-Дону;Москва;2021-07-21T22:05;2021-07-22T06:45;234.0;3_30;526.0;5200156188281384_;1.0
Осипов Герман Климентович;0620_728597;Ростов-на-Дону;Москва;2041-05-25T00:31;2041-05-27T17:36;360.0;24_13;2452.0;5334518802837746_;5.0
Некрасов Вячеслав Викторович;3459_720410;Ростов-на-Дону;Москва;2034-12-22T01:48;2034-12-23T03:50;359.0;4_55;578.0;5400507086408630_;10.0
Самойлова Алиса Борисовна;3401_354218;Ростов-на-Дону;Москва;2018-07-12T06:45;2018-07-13T02:00;580.0;8_41;569.0;5500736716147581_;8.0
Никитина Софья Елистратовна;8087_991274;Воронеж;Череповец;2014-11-17T05:48;2014-11-18T09:12;372.0;3_1;6812.0;4000153661207854_;3.0
Леонова Дарья Аркадьевна;7761_189877;Владимир;Москва;2013-01-07T09:47;2013-01-07T10:48;712.0;6_8;527.0;4567825322751087_;6.0
Сидорова Элла Степановна;3129_355053;Воронеж;Рязань;2021-12-15T10:18;2021-12-15T14:54;58.0;4_1;1559.0;4567531127182621_;3.0
Яковлева Капитолина Владленовна;5979_079443;Уфа;Волгоград;2076-01-13T05:47;2076-01-14T12:38;673.0;7_14;629.0;4100462807853101_;7.0
Жданова Устинья Власовна;0952_865440;Воронеж;Москва;2025-11-28T21:55;2025-11-29T04:15;308.0;20_6;690.0;5334364232352644_;1.0
Медведева Дарья Борисовна;0115_760601;Ростов-на-Дону;Адлер;2057-06-07T02:50;2057-06-08T01:35;485.0;27_1;1250.0;5100068615505277_;1.0
Мельников Дамир Валентинович;0115_760601;Ростов-на-Дону;Архангельск;2054-03-02T20:51;2054-03-04T11:39;480.0;1_13;569.0;4100577876150264_;9.0
Филиппов Игнат Леонидович;8350_984824;Краснодар;Волгоград;2024-09-17T00:58;2024-09-17T14:11;532.0;6_15;539.0;4300088204747577_;8.0
Савельев Леонид Елисеевич;4288_854709;Ростов-на-Дону;Краснодар;2041-06-22T23:13;2041-06-23T07:14;105.0;30_1;750.0;4567845710484176_;3.0
Попов Ростислав Тигранович;8229_036896;Краснодар;Новороссийск;2042-11-02T18:10;2042-11-03T02:35;169.0;6_40;535.0;5334075661767147_;4.0
Комарова Виталина Антоновна;3734_874503;Москва (Курский);Волгоград;2048-07-16T17:40;2048-07-17T09:40;137.0;26_7;999.0;5200578727058145_;3.0
Седов Давид Эрнестович;8784_945452;Владимир;Шуя;2014-04-06T18:02;2014-04-06T20:24;101.0;10_21;508.0;5100832323035814_;5.0
Ромашкина Лариса Игоревна;0658_937225;Волгоград;Сочи;2016-10-19T18:05;2016-10-20T10:55;457.0;9_9;560.0;5100357846831041_;9.0
Григорьева Изабелла Викторовна;5767_805153;Ростов-на-Дону;Волгоград;2016-10-17T08:03;2016-10-17T15:19;484.0;5_4;526.0;2202685170152706_;8.0
Филиппов Тарас Даниилович;9179_153542;Сочи;Ростов-на-Дону;2013-03-13T19:50;2013-03-14T07:10;314.0;16_34;622.0;5469510220447843_;2.0
Захарова Елизавета Адамовна;9050_181443;Рязань;Мин. Воды;2031-02-15T14:51;2031-02-16T06:24;429.0;9_27;667.0;2202267830321174_;10.0
Миронова Майя Романовна;2921_398209;Ростов-на-Дону;Москва;2023-08-25T05:40;2023-08-25T18:30;430.0;1_1;523.0;4276282440285802_;9.0
Фролова Мелания Пантелеевна;4401_084341;Санкт-Петербург;Рузаевка;2030-07-06T12:55;2030-07-07T05:35;37.0;1_8;530.0;4817833371460501_;3.0
Семёнова Изабелла Павловна;6828_169958;Прохладная;Владикавказ;2031-01-08T00:25;2031-01-08T05:26;189.0;7_51;521.0;2207625557120350_;4.0
Гаврилов Егор Андреевич;2554_218127;Туапсе;Краснодар;2013-07-31T03:47;2013-07-31T07:18;696.0;17_4;605.0;5500103154248218_;7.0
Иванова Элла Борисовна;7280_611336;Ростов-на-Дону;Армавир;2016-03-22T20:30;2016-03-23T01:10;99.0;35_6;645.0;4276874025650646_;5.0
Краснов Еремей Петрович;2626_762129;Москва;Брянск;2013-08-30T19:10;2013-08-31T01:16;187.0;24_8;690.0;5469556331874044_;5.0
Григорьева Доминика Филипповна;9703_033753;Кизляр;Махачкала;2037-01-21T17:25;2037-01-22T00:06;411.0;26_3;708.0;5400370821554808_;10.0
Волков Егор Климентович;9861_392749;Пермь;Санкт-Петербург;2051-06-08T07:45;2051-06-09T17:30;62.0;17_23;864.0;5334274104702886_;3.0
Ефремова Элла Сергеевна;6264_169621;Арзамас;Краснодар;2048-12-03T18:48;2048-12-05T00:12;501.0;26_16;1382.0;2204467663158058_;4.0
Жданова Ульяна Артуровна;3158_525380;Струги Красные;Псков;2016-01-24T18:52;2016-01-24T20:33;603.0;4_47;507.0;2200211465401752_;7.0
Карпова Лиана Марковна;2950_380315;Самара;Саратов;2033-09-04T03:10;2033-09-04T11:50;453.0;34_6;786.0;5400420277271527_;2.0
Тарасов Эльдар Георгиевич;4858_228166;Симферополь;Самара;2014-05-22T15:25;2014-05-24T13:05;668.0;20_4;2007.0;4100068355747130_;4.0
Дмитриев Лев Прокофьевич;9038_342721;Самара;Ростов-на-Дону;2047-02-19T11:40;2047-02-20T10:25;485.0;4_8;581.0;5334386606748143_;9.0
Афанасьева Октябрина Лаврентьевна;7252_997631;Омск;Волгоград;2068-07-13T10:30;2068-07-15T11:30;471.0;4_1;11789.0;4276025156033548_;3.0
Белов Давид Кузьмич;8101_216587;Рузаевка;Тольятти;2028-12-16T03:54;2028-12-16T12:58;65.0;1_13;516.0;4817418734057066_;3.0
Петрова Галина Серафимовна;7864_355768;Санкт-Петербург;Сухум;2028-10-07T04:50;2028-10-09T04:50;185.0;10_7;1018.0;4567825828541717_;5.0
Ефремов Матвей Романович;1974_543930;Пенза;Симферополь;2051-05-05T06:50;2051-05-06T20:45;571.0;5_29;659.0;5469272367228445_;9.0
Сафронова Алина Германовна;8124_947927;Москва;Тверь;2013-09-13T08:30;2013-09-13T09:51;703.0;5_43;536.0;5334125141757827_;6.0
Сидорова Элла Степановна;0115_760601;Тула;Белгород;2020-11-23T00:30;2020-11-23T08:30;73.0;29_5;764.0;4100351267377722_;3.0
Сидорова Элла Степановна;0115_760601;Ростов-на-Дону;Анапа;2032-07-13T07:56;2032-07-13T22:20;581.0;34_5;975.0;5486183722850733_;10.0
Сидорова Элла Степановна;0115_760601;Москва;Волгоград;2033-05-04T11:30;2033-05-05T13:00;679.0;20_22;775.0;5486283753634241_;8.0
Сидорова Элла Степановна;0115_760601;Ростов-на-Дону;Новороссийск;2013-01-00T12:00;2020-08-08T14:45;468.0;24_2;846.0;5500601887550047_;2.0
Миронов Прохор Елистратович;2140_030152;Москва;Тула;2013-01-00T12:00;2020-08-08T14:45;468.0;8_30;547.0;5200246255135738_;9.0
Краснов Кузьма Викторович;7270_037260;Краснодар;Крымская;2013-01-00T12:00;2020-08-08T14:45;468.0;24_12;673.0;2204378456487633_;10.0
Емельянова Надежда Валентиновна;6975_477442;Уфа;Саратов;2014-10-22T16:00;2014-10-23T09:40;655.0;23_8;1083.0;4567136074687463_;10.0
Ушаков Вадим Наумович;3517_772944;Новороссийск;Москва;2038-04-13T16:15;2038-04-15T00:19;296.0;18_1;1462.0;4567382444086264_;5.0
Мельникова Екатерина Ростиславовна;1418_007672;Кострома;Москва;2014-01-13T17:15;2014-01-13T21:19;758.0;3_20;695.0;4100645061810408_;7.0
Белова Регина Олеговна;5047_495200;Сочи;Адлер;2018-07-22T11:05;2018-07-22T20:06;585.0;20_14;770.0;5486368710763643_;9.0
Лазарева Светлана Ростиславовна;6318_632321;Волгоград;Пермь;2023-05-19T14:48;2023-05-20T23:51;568.0;6_15;638.0;4567237545548502_;8.0
Яковлева Пелагея Матвеевна;5317_765510;Москва (Восточный);Санкт-Петербург;2022-09-16T07:33;2022-09-16T12:45;38.0;20_32;556.0;4000134310433565_;3.0
Морозов Роман Григорьевич;6225_219335;Пенза;Волгоград;2017-10-23T07:44;2017-10-23T20:18;87.0;7_5;552.0;5486125235827768_;5.0
Борисова Фёкла Владиславовна;2765_870534;Дзержинск;Владимир;2014-03-02T08:46;2014-03-02T09:47;712.0;16_75;518.0;5469233841735457_;6.0
Ефимова Виктория Филипповна;1229_706266;Москва (Курский);Адлер;2046-01-29T07:11;2046-01-30T15:15;105.0;20_9;1423.0;4817014676377407_;3.0
Ефремов Владимир Игнатьевич;6894_269476;Хабаровск;Екатеринбург;2142-09-29T04:05;2142-10-01T21:20;440.0;6_8;695.0;4100281171385070_;10.0
Симонов Адам Прохорович;1612_400945;Канаш;Владимир;2016-02-24T03:33;2016-02-24T08:21;24.0;3_1;1605.0;4817236472834701_;3.0
Петров Назар Кристоферович;8375_366251;Нягань;Тюмень;2052-06-03T04:52;2052-06-03T22:06;84.0;28_3;1037.0;5400556785817657_;3.0
Зимина Алевтина Константиновна;4962_823365;Арзамас;Канаш;2016-12-19T22:31;2016-12-20T03:32;643.0;5_5;515.0;5469724827557608_;6.0
Фёдорова Радмила Марковна;5755_906722;Владимир;Канаш;2016-07-28T17:55;2016-07-29T00:25;141.0;23_3;702.0;5200460703208423_;5.0
Миронова Раиса Максимовна;6040_979308;Канаш;Владимир;2017-12-31T10:01;2017-12-31T13:03;716.0;10_21;554.0;2200737746156573_;6.0
Тарасова Камилла Кузьминична;3557_853039;Луга;Струги Красные;2013-10-16T17:31;2013-10-16T18:32;727.0;3_2;533.0;2204115117360613_;6.0
Карпов Леонид Анатольевич;0989_562746;Мин. Воды;Владикавказ;2024-03-22T23:02;2024-03-23T07:04;681.0;1_13;514.0;2202454064288657_;6.0
Андреева Таисия Борисовна;4324_097782;Микунь;Ухта;2025-02-12T22:15;2025-02-13T02:39;98.0;31_6;637.0;5100656442786684_;5.0
Борисова Юнона Альбертовна;7932_473151;Рязань;Анапа;2017-09-23T03:58;2017-09-23T23:10;165.0;23_1;1133.0;2207355310310003_;5.0
Лебедев Александр Лукич;8581_564115;Крымская;Ростов-на-Дону;2032-03-01T05:30;2032-03-01T15:30;284.0;30_2;830.0;2207314125387706_;4.0
Янчук Алиса Евгеньевна;2647_267557;Москва;Санкт-Петербург;2028-05-23T14:55;2028-05-23T23:15;432.0;11_17;530.0;5469333605653457_;9.0
Сидоров Даниил Адамович;5144_578411;Москва;Рузаевка;2014-06-13T23:55;2014-06-14T07:57;147.0;2_5;620.0;4276266072375822_;5.0
Пономарев Даниил Игоревич;1574_579092;Шуя;Владимир;2018-08-24T18:52;2018-08-24T21:14;102.0;4_38;508.0;4817216527506256_;5.0
Родионов Семён Глебович;6721_691004;Самара;Ростов-на-Дону;2042-06-20T01:15;2042-06-21T02:30;457.0;34_1;1333.0;5200441850260362_;4.0
Павлова Павла Оскаровна;3507_239516;Сочи;Ростов-на-Дону;2027-05-22T01:30;2027-05-22T10:45;482.0;5_1;2631.0;4817424576564432_;5.0
Тарасова Римма Оскаровна;3175_154093;Киров;Ростов-на-Дону;2035-06-30T19:15;2035-07-02T12:40;551.0;1_54;1121.0;4567121035158223_;2.0
Абрамова Аглая Сергеевна;0494_273343;Сортавала;Петрозаводск;2015-10-10T09:37;2015-10-10T11:18;717.0;8_48;530.0;4000565855880370_;6.0
Родионова Любовь Игоревна;6078_130672;Воронеж;Москва;2035-06-05T17:33;2035-06-06T04:45;536.0;24_8;869.0;2207002062342104_;10.0
Марков Григорий Михайлович;6448_506545;Ростов-на-Дону;Краснодар;2035-06-19T00:28;2035-06-19T10:04;509.0;1_28;644.0;4000546754213367_;9.0
Коновалова Вероника Назаровна;8297_744456;Ростов-на-Дону;Краснодар;2036-09-03T03:25;2036-09-03T11:50;215.0;18_4;752.0;5469624722203434_;5.0
Некрасова Дария Казимировна;0952_775698;Ростов-на-Дону;Прохладная;2027-12-01T20:30;2027-12-02T05:50;99.0;23_1;791.0;4817586264440461_;3.0
Гуляева Софья Владленовна;1446_766494;Бикин;Хор;2013-04-24T16:05;2013-04-24T19:25;642.0;8_40;514.0;2207205168614623_;6.0
Кудрявцева Злата Лукинична;9849_938745;Екатеринбург;Челябинск;2015-08-20T00:50;2015-08-20T09:15;145.0;9_8;590.0;4817600684858601_;5.0
Коновалов Александр Филиппович;5826_114456;Симферополь;Севастополь;2019-06-16T08:50;2019-06-16T18:50;437.0;29_5;812.0;2202120838151057_;2.0
Гаврилова Полина Платоновна;3783_189594;Новосибирск;Тюмень;2037-05-26T04:55;2037-05-27T03:45;354.0;4_44;568.0;5200270104381744_;10.0
Ершов Тигран Назарович;4467_436652;Москва;Мичуринск;2025-11-15T19:50;2025-11-16T03:52;447.0;28_2;750.0;5469175124887207_;10.0
Ершов Анатолий Лукич;5016_993270;Чудово;Санкт-Петербург;2013-12-05T20:22;2013-12-05T21:23;709.0;7_27;527.0;5200108733336686_;6.0
Гусев Архип Тимофеевич;6507_393389;Волгоград;Самара;2067-12-10T10:25;2067-12-11T00:25;352.0;22_5;936.0;4300514275065633_;1.0
Карпова Октябрина Марковна;4496_050950;Рязань;Гагра;2026-11-25T11:51;2026-11-26T12:06;313.0;1_43;863.0;2202810850580267_;4.0
Соболева Радмила Артуровна;2382_943078;Самара;Екатеринбург;2046-03-26T08:30;2046-03-27T01:30;218.0;20_12;1010.0;2204364176282801_;5.0
Ефремов Григорий Борисович;9472_415963;Москва;Нижневартовск;2024-12-23T09:15;2024-12-25T17:20;404.0;4_13;735.0;5334601536013347_;2.0
Новиков Андрей Даниилович;4136_152149;Воронеж;Москва;2044-10-23T22:30;2044-10-24T11:30;374.0;29_13;874.0;4276183254037870_;1.0
Емельянова Милана Серафимовна;2159_538136;Самара;Саратов;2030-04-06T05:50;2030-04-06T15:30;305.0;8_19;540.0;4817602277708174_;2.0
Сидорова Карина Артемовна;5313_133518;Екатеринбург;Санкт-Петербург;2016-04-25T16:03;2016-04-27T19:06;198.0;27_5;2184.0;5486425353834415_;3.0
Соболева Ульяна Федоровна;1611_277831;Москва;Екатеринбург;2014-11-20T14:30;2014-11-21T02:18;369.0;1_3;677.0;4567577746618653_;2.0
Морозова Елена Лаврентьевна;2760_245152;Бухарест;Минск;2060-03-21T01:37;2060-03-22T09:28;60.0;1_38;977.0;5200124136436876_;3.0
Лебедев Евграф Арсеньевич;8023_275622;Керчь;Симферополь;2025-10-21T01:19;2025-10-21T07:32;419.0;18_3;679.0;4567575405731517_;10.0
Сидорова Элла Степановна;0115_760601;Ростов-на-Дону;Ростов-на-Дону;2044-08-23T00:15;2044-08-23T21:05;539.0;2_34;812.0;5200306132156113_;10.0
Сидорова Элла Степановна;0115_760601;Ростов-на-Дону;Адлер;2048-05-15T21:05;2048-05-16T17:55;539.0;21_5;1187.0;4276873445548344_;1.0
Сидорова Элла Степановна;0115_760601;Ростов-на-Дону;Петрозаводск;2016-04-18T17:52;2016-04-18T21:05;329.0;2_18;548.0;2200405527741774_;10.0
Сафронова Виктория Назаровна;1981_273469;Луга;Санкт-Петербург;2013-08-29T20:49;2013-08-29T22:51;604.0;12_30;507.0;4100514266843213_;7.0
Егоров Владимир Климентович;1229_224148;Саратов;Симферополь;2014-03-11T12:21;2014-03-12T19:49;231.0;2_29;972.0;4100832230074330_;5.0
Иванов Дмитрий Юрьевич;8022_147928;Екатеринбург;Омск;2045-05-18T17:07;2045-05-19T17:21;514.0;15_13;761.0;2204252240265432_;10.0
Филиппов Архип Елистратович;3916_365885;Волгоград;Ростов-на-Дону;2065-03-04T19:25;2065-03-05T05:42;341.0;3_1;2869.0;5486054827525614_;3.0
Морозов Вячеслав Маркович;7332_830927;Рязань;Москва;2018-11-26T05:03;2018-11-26T09:19;608.0;1_32;564.0;5100001545826188_;7.0
Егоров Дамир Макарович;1813_406101;Волгоград;Астрахань;2029-12-25T23:39;2029-12-26T07:40;47.0;3_1;2347.0;5334310714156048_;3.0
Соловьев Павел Еремеевич;6259_126215;Чудово;Москва;2013-07-10T20:11;2013-07-10T22:13;710.0;3_56;554.0;2200811610540005_;6.0
Калашникова Карина Игоревна;1767_372427;Санкт-Петербург;Керчь;2013-02-14T17:00;2013-02-16T05:00;153.0;26_18;1580.0;4817104444314246_;3.0
Давыдов Константин Арсеньевич;6068_773920;Сухум;Гагра;2021-07-23T03:40;2021-07-23T11:40;186.0;5_14;524.0;4817804518411365_;4.0
Маслов Пантелей Борисович;9616_375559;Москва;Ростов-на-Дону;2020-10-12T21:30;2020-10-13T13:03;239.0;23_8;985.0;5100081675681574_;5.0
Русаков Степан Давидович;8514_033531;Краснодар;Самара;2051-01-27T01:06;2051-01-28T09:39;566.0;19_5;1437.0;2207861711138671_;1.0
Седов Артур Пантелеевич;5952_459881;Без остановок;Санкт-Петербург;2013-08-11T12:41;2013-08-11T14:12;705.0;16_10;527.0;4817873318587445_;6.0
Ефремов Ростислав Казимирович;1019_313024;Ростов-на-Дону;Москва;2013-01-00T12:00;2028-02-12T04:45;254.0;1_54;604.0;5500436332526616_;1.0
Савельев Матвей Владленович;1582_519842;Ростов-на-Дону;Москва;2013-01-00T12:00;2032-02-21T08:15;264.0;25_7;803.0;2200703268663835_;4.0
Зимина Валерия Альбертовна;5546_582851;Ростов-на-Дону;Москва;2013-01-00T12:00;2044-09-04T05:05;503.0;7_8;735.0;5200402018010053_;10.0
Афанасьева Элла Кузьминична;3298_116619;Инта;Вологда;2047-07-08T15:28;2047-07-09T20:52;42.0;2_5;552.0;2204280042622735_;3.0
Орлов Евграф Еремеевич;7730_015312;Ковров;Владимир;2014-04-02T12:15;2014-04-02T13:46;774.0;3_30;572.0;4300487057557505_;6.0
Сидоров Дмитрий Антонович;6943_502480;Керчь;Самара;2013-01-00T12:00;2020-08-08T14:45;494.0;26_7;1434.0;5334773565843411_;4.0
Андреева Моника Ярославовна;3436_826279;Киров;Санкт-Петербург;2013-01-00T12:00;2020-08-08T14:45;428.0;27_2;1358.0;4276486624058741_;4.0
Ситников Ефим Олегович;6446_236754;Рязань;Москва;2030-11-19T11:34;2030-11-19T17:35;498.0;6_44;525.0;5500660748551481_;8.0
Киселёва Белла Робертовна;5078_070867;Ростов-на-Дону;Адлер;2021-09-15T12:02;2021-09-16T16:50;243.0;2_15;551.0;4000314304264726_;1.0
Лобанова Валерия Григорьевна;7198_286505;Саратов;Самара;2029-11-12T16:23;2029-11-12T23:35;582.0;32_1;737.0;2202125017846737_;9.0
Яковлев Леонид Русланович;8881_358461;Волгоград;Санкт-Петербург;2035-09-21T00:06;2035-09-22T08:10;48.0;19_2;1423.0;5200535288081478_;3.0
Ершов Руслан Артурович;2401_392324;Нефтекамск;Уфа;2014-06-19T14:48;2014-06-19T22:04;395.0;28_7;709.0;2202225660478085_;2.0
Соколовский Василий Наумович;3900_458957;Москва;Санкт-Петербург;2018-03-05T03:05;2018-03-05T11:15;230.0;30_10;735.0;5400048585623754_;4.0
Макаров Тимофей Аполлонович;2299_818862;Владимир;Арзамас;2016-03-27T14:01;2016-03-27T15:47;743.0;5_43;547.0;5334826172688305_;6.0
Соколова Злата Альбертовна;2569_703761;Санкт-Петербург;Тверь;2013-08-12T08:50;2013-08-12T11:32;704.0;11_15;548.0;5334867370753172_;6.0
Мишина Майя Юрьевна;9382_221336;Анапа;Воронеж;2027-09-21T15:15;2027-09-22T17:15;556.0;27_1;1358.0;5334206124868636_;1.0
Седов Дамир Григорьевич;5896_355182;Новороссийск;Вятка;2016-07-25T18:00;2016-07-28T21:22;311.0;17_13;2761.0;4567756221264053_;3.0
Васильева Маргарита Геннадиевна;7693_435720;Ростов-на-Дону;Адлер;2096-07-03T23:45;2096-07-04T12:00;471.0;5_54;536.0;5486006301105342_;8.0
