Полное ФИО;Серия Номер;Пункт Отправления;Пункт Назначения;Время Отправления;Время Прибытия;Номер Поезда;Вагон-Место;Цена;Карта
Калашникова Александра Вадимовна;9856_174984;Вытегра;Петрозаводск;2019-09-26T14:56;2019-09-26T19:20;17;5_1;1513;5486516257244807_
Журавлев Адам Васильевич;9200_104672;Ростов-на-Дону;Краснодар;2017-09-12T22:40;2017-09-13T07:20;555;3_1;2496;5100016211081717_
Савельева Аделина Игнатьевна;4346_622012;Красноярск;Новосибирск;2059-12-08T05:40;2059-12-08T20:15;553;33_5;955;2207604277210325_
Макаров Андрей Казимирович;3889_425440;Ярославль;Кострома;2013-12-29T18:02;2013-12-29T20:04;757;11_43;573;5469277454478625_
Коновалов Лука Робертович;5194_099241;Краснодар;Анапа;2051-09-30T09:33;2051-09-30T19:45;459;11_69;536;2207063165158113_
Титова Регина Вячеславовна;6537_484914;Волгоград;Уфа;2061-01-13T23:42;2061-01-14T21:20;586;4_23;564;5100706854112277_
Осипова Маргарита Владленовна;9059_183231;Самара;Саратов;2013-08-09T08:32;2013-08-09T19:33;531;6_60;539;2202374770583418_
Гуляева Ирина Макаровна;6399_942796;Москва;Ярославль;2015-09-07T18:20;2015-09-07T22:20;125;9_29;543;5200587511852230_
Макаров Савелий Львович;0580_393598;Омск;Абакан;2067-03-03T20:00;2067-03-05T14:00;421;18_3;1886;5500140486177343_
Смирнова Агния Емельяновна;8639_887350;Рязань;Москва;2032-03-09T04:30;2032-03-09T09:30;80;1_3;509;2207540872053137_
Афанасьева Маргарита Прокофьевна;6805_175224;Чудово;Москва;2013-07-24T23:36;2013-07-25T02:18;778;1_3;645;5500256018886110_
Ершова Варвара Александровна;3490_311191;Вязьма;Москва;2015-06-27T13:27;2015-06-27T14:48;722;6_15;536;4300360323730813_
Петров Аркадий Эмильевич;7955_244508;Волгоград;Рязань;2029-10-28T16:55;2029-10-29T08:11;16;5_13;545;4000672156521505_
Сидоров Эльдар Эрнестович;0378_625905;Улан-Удэ;Красноярск;2102-04-06T16:30;2102-04-07T22:46;378;26_5;1444;4817244227311387_
Кузнецова Роза Казимировна;2322_493871;Саратов;Самара;2053-11-18T15:00;2053-11-19T00:40;108;16_27;604;4567271832788108_
Мишина Римма Константиновна;6861_572765;Тольятти;Рузаевка;2015-10-27T17:30;2015-10-28T02:34;66;23_1;761;5100783617544146_
Гусев Елисей Георгиевич;1512_102775;Новокузнецк;Москва;2013-11-22T21:05;2013-11-25T14:11;118;2_15;617;2204733102607567_
Белов Прокофий Романович;3447_460403;Ростов-на-Дону;Адлер;2030-07-15T10:50;2030-07-15T20:30;305;4_1;2727;4817032444846073_
Морозов Анатолий Савельевич;9330_107967;Воронеж;Краснодар;2022-12-19T11:35;2022-12-20T02:45;302;4_1;3994;2200231576410206_
Морозов Алексей Николаевич;4534_844628;Лиски;Москва;2022-01-26T11:42;2022-01-26T16:30;214;9_9;551;4567643340052355_
Некрасов Геннадий Маркович;7766_216706;Рязань;Воронеж;2038-09-10T01:30;2038-09-10T08:00;373;28_7;702;4300643041545481_
Давыдов Артём Валентинович;8982_500823;Омск;Красноярск;2037-02-23T04:59;2037-02-24T09:51;75;5_51;586;2204125221266215_
Соколова Изабелла Савельевна;1089_709724;Самара;Екатеринбург;2034-12-26T18:45;2034-12-27T18:45;506;3_1;6029;5200631148786822_
Самойлова Ядвига Всеволодовна;6437_001370;Рязань;Санкт-Петербург;2035-08-26T02:21;2035-08-26T12:45;38;34_6;843;4817768852041028_
Ефремова Глафира Германовна;5829_468468;Волгоград;Саратов;2014-04-30T04:33;2014-04-30T12:19;524;30_3;742;5500681200636843_
Родионов Владислав Дмитриевич;7196_389992;Хор;Хабаровск;2020-11-06T19:25;2020-11-06T22:45;642;36_5;604;5100125070636027_
Осипов Святослав Алексеевич;7282_196390;Ростов-на-Дону;Адлер;2018-02-06T22:18;2018-02-07T07:30;263;28_9;764;4276383347343333_
Карпова Анастасия Власовна;8799_045486;Екатеринбург;Омск;2034-09-11T10:00;2034-09-12T00:09;442;8_53;550;4817345562824804_
Семёнова Доминика Дамировна;5168_351016;Тверь;Москва;2015-01-21T11:32;2015-01-21T12:53;704;2_1;544;4000166403832478_
Савельева Ирина Геннадиевна;7058_591170;Ростов-на-Дону;Москва;2033-03-09T15:30;2033-03-10T01:30;284;1_7;518;2207868754538868_
Морозов Вадим Петрович;4365_729218;Краснодар;Новороссийск;2063-08-11T11:20;2063-08-11T20:51;449;29_7;774;5469314445141878_
Капустина Карина Вадимовна;8100_228470;Сочи;Краснодар;2013-12-29T17:32;2013-12-29T22:06;734;10_53;582;4817711455880302_
Марков Денис Лукич;2617_324853;Киров;Москва;2014-10-16T01:47;2014-10-16T15:49;350;5_36;558;5500707742623073_
Зайцева Инна Витальевна;4248_973033;Ярославль;Котлас;2016-10-11T19:30;2016-10-12T07:21;588;1_51;677;4567523883454571_
Якушева Жанна Тарасовна;9477_965786;Ростов-на-Дону;Рязань;2047-04-27T01:29;2047-04-27T18:43;660;18_20;686;5500160846413802_
Шилов Георгий Ильич;3718_621608;Воронеж;Краснодар;2035-11-24T09:45;2035-11-24T19:45;283;3_48;530;4276480745530836_
Куликов Евгений Елистратович;8516_895055;Москва;Рязань;2029-07-12T16:45;2029-07-12T22:34;171;27_2;667;5400021785728833_
Морозова Белла Максимовна;7294_605355;Рязань;Тольятти;2023-07-28T23:22;2023-07-29T12:58;65;1_38;704;5100715323575764_
Петрова Лада Богдановна;7483_313529;Волгоград;Самара;2014-08-11T21:34;2014-08-12T08:11;246;2_10;519;2202630125841310_
Давыдов Герман Германович;8336_226717;Крымская;Ростов-на-Дону;2021-07-21T22:05;2021-07-22T06:45;234;3_30;526;5200156188281384_
Осипов Герман Климентович;0620_728597;Новосибирск;Санкт-Петербург;2041-05-25T00:31;2041-05-27T17:36;360;24_13;2452;5334518802837746_
Некрасов Вячеслав Викторович;3459_720410;Екатеринбург;Новосибирск;2034-12-22T01:48;2034-12-23T03:50;359;4_55;578;5400507086408630_
Самойлова Алиса Борисовна;3401_354218;Ростов-на-Дону;Москва;2018-07-12T06:45;2018-07-13T02:00;580;8_41;569;5500736716147581_
Никитина Софья Елистратовна;8087_991274;Воронеж;Череповец;2014-11-17T05:48;2014-11-18T09:12;372;3_1;6812;4000153661207854_
Леонова Дарья Аркадьевна;7761_189877;Владимир;Москва;2013-01-07T09:47;2013-01-07T10:48;712;6_8;527;4567825322751087_
Сидорова Элла Степановна;3129_355053;Воронеж;Рязань;2021-12-15T10:18;2021-12-15T14:54;58;4_1;1559;4567531127182621_
Яковлева Капитолина Владленовна;5979_079443;Уфа;Волгоград;2076-01-13T05:47;2076-01-14T12:38;673;7_14;629;4100462807853101_
Жданова Устинья Власовна;0952_865440;Воронеж;Москва;2025-11-28T21:55;2025-11-29T04:15;308;20_6;690;5334364232352644_
Медведева Дарья Борисовна;1983_720501;Волгоград;Адлер;2057-06-07T02:50;2057-06-08T01:35;485;27_1;1250;5100068615505277_
Мельников Дамир Валентинович;2163_476750;Воронеж;Архангельск;2054-03-02T20:51;2054-03-04T11:39;480;1_13;569;4100577876150264_
Филиппов Игнат Леонидович;8350_984824;Краснодар;Волгоград;2024-09-17T00:58;2024-09-17T14:11;532;6_15;539;4300088204747577_
Савельев Леонид Елисеевич;4288_854709;Ростов-на-Дону;Краснодар;2041-06-22T23:13;2041-06-23T07:14;105;30_1;750;4567845710484176_
Попов Ростислав Тигранович;8229_036896;Краснодар;Новороссийск;2042-11-02T18:10;2042-11-03T02:35;169;6_40;535;5334075661767147_
Комарова Виталина Антоновна;3734_874503;Москва (Курский);Волгоград;2048-07-16T17:40;2048-07-17T09:40;137;26_7;999;5200578727058145_
Седов Давид Эрнестович;8784_945452;Владимир;Шуя;2014-04-06T18:02;2014-04-06T20:24;101;10_21;508;5100832323035814_
Ромашкина Лариса Игоревна;0658_937225;Волгоград;Сочи;2016-10-19T18:05;2016-10-20T10:55;457;9_9;560;5100357846831041_
Григорьева Изабелла Викторовна;5767_805153;Ростов-на-Дону;Волгоград;2016-10-17T08:03;2016-10-17T15:19;484;5_4;526;2202685170152706_
Филиппов Тарас Даниилович;9179_153542;Сочи;Ростов-на-Дону;2013-03-13T19:50;2013-03-14T07:10;314;16_34;622;5469510220447843_
Захарова Елизавета Адамовна;9050_181443;Рязань;Мин. Воды;2031-02-15T14:51;2031-02-16T06:24;429;9_27;667;2202267830321174_
Миронова Майя Романовна;2921_398209;Ростов-на-Дону;Москва;2023-08-25T05:40;2023-08-25T18:30;430;1_1;523;4276282440285802_
Фролова Мелания Пантелеевна;4401_084341;Санкт-Петербург;Рузаевка;2030-07-06T12:55;2030-07-07T05:35;37;1_8;530;4817833371460501_
Семёнова Изабелла Павловна;6828_169958;Прохладная;Владикавказ;2031-01-08T00:25;2031-01-08T05:26;189;7_51;521;2207625557120350_
Гаврилов Егор Андреевич;2554_218127;Туапсе;Краснодар;2013-07-31T03:47;2013-07-31T07:18;696;17_4;605;5500103154248218_
Иванова Элла Борисовна;7280_611336;Ростов-на-Дону;Армавир;2016-03-22T20:30;2016-03-23T01:10;99;35_6;645;4276874025650646_
Краснов Еремей Петрович;2626_762129;Москва;Брянск;2013-08-30T19:10;2013-08-31T01:16;187;24_8;690;5469556331874044_
Григорьева Доминика Филипповна;9703_033753;Кизляр;Махачкала;2037-01-21T17:25;2037-01-22T00:06;411;26_3;708;5400370821554808_
Волков Егор Климентович;9861_392749;Пермь;Санкт-Петербург;2051-06-08T07:45;2051-06-09T17:30;62;17_23;864;5334274104702886_
Ефремова Элла Сергеевна;6264_169621;Арзамас;Краснодар;2048-12-03T18:48;2048-12-05T00:12;501;26_16;1382;2204467663158058_
Жданова Ульяна Артуровна;3158_525380;Струги Красные;Псков;2016-01-24T18:52;2016-01-24T20:33;603;4_47;507;2200211465401752_
Карпова Лиана Марковна;2950_380315;Самара;Саратов;2033-09-04T03:10;2033-09-04T11:50;453;34_6;786;5400420277271527_
Тарасов Эльдар Георгиевич;4858_228166;Симферополь;Самара;2014-05-22T15:25;2014-05-24T13:05;668;20_4;2007;4100068355747130_
Дмитриев Лев Прокофьевич;9038_342721;Самара;Ростов-на-Дону;2047-02-19T11:40;2047-02-20T10:25;485;4_8;581;5334386606748143_
Афанасьева Октябрина Лаврентьевна;7252_997631;Омск;Волгоград;2068-07-13T10:30;2068-07-15T11:30;471;4_1;11789;4276025156033548_
Белов Давид Кузьмич;8101_216587;Рузаевка;Тольятти;2028-12-16T03:54;2028-12-16T12:58;65;1_13;516;4817418734057066_
Петрова Галина Серафимовна;7864_355768;Санкт-Петербург;Сухум;2028-10-07T04:50;2028-10-09T04:50;185;10_7;1018;4567825828541717_
Ефремов Матвей Романович;1974_543930;Пенза;Симферополь;2051-05-05T06:50;2051-05-06T20:45;571;5_29;659;5469272367228445_
Сафронова Алина Германовна;8124_947927;Москва;Тверь;2013-09-13T08:30;2013-09-13T09:51;703;5_43;536;5334125141757827_
Королев Елистрат Назарович;8782_887424;Тула;Белгород;2020-11-23T00:30;2020-11-23T08:30;73;29_5;764;4100351267377722_
Сергеев Пётр Геннадьевич;8557_103117;Ростов-на-Дону;Анапа;2032-07-13T07:56;2032-07-13T22:20;581;34_5;975;5486183722850733_
Алексеев Александр Артёмович;6457_812588;Москва;Волгоград;2033-05-04T11:30;2033-05-05T13:00;679;20_22;775;5486283753634241_
Давыдов Всеволод Арсеньевич;3090_291609;Ростов-на-Дону;Новороссийск;2013-09-14T04:03;2013-09-14T16:05;497;24_2;846;5500601887550047_
Миронов Прохор Елистратович;2140_030152;Москва;Тула;2016-08-03T10:15;2016-08-03T12:01;735;8_30;547;5200246255135738_
Краснов Кузьма Викторович;7270_037260;Краснодар;Крымская;2028-12-14T20:02;2028-12-15T02:04;537;24_12;673;2204378456487633_
Емельянова Надежда Валентиновна;6975_477442;Уфа;Саратов;2014-10-22T16:00;2014-10-23T09:40;655;23_8;1083;4567136074687463_
Ушаков Вадим Наумович;3517_772944;Новороссийск;Москва;2038-04-13T16:15;2038-04-15T00:19;296;18_1;1462;4567382444086264_
Мельникова Екатерина Ростиславовна;1418_007672;Кострома;Москва;2014-01-13T17:15;2014-01-13T21:19;758;3_20;695;4100645061810408_
Белова Регина Олеговна;5047_495200;Сочи;Адлер;2018-07-22T11:05;2018-07-22T20:06;585;20_14;770;5486368710763643_
Лазарева Светлана Ростиславовна;6318_632321;Волгоград;Пермь;2023-05-19T14:48;2023-05-20T23:51;568;6_15;638;4567237545548502_
Яковлева Пелагея Матвеевна;5317_765510;Москва (Восточный);Санкт-Петербург;2022-09-16T07:33;2022-09-16T12:45;38;20_32;556;4000134310433565_
Морозов Роман Григорьевич;6225_219335;Пенза;Волгоград;2017-10-23T07:44;2017-10-23T20:18;87;7_5;552;5486125235827768_
Борисова Фёкла Владиславовна;2765_870534;Дзержинск;Владимир;2014-03-02T08:46;2014-03-02T09:47;712;16_75;518;5469233841735457_
Ефимова Виктория Филипповна;1229_706266;Москва (Курский);Адлер;2046-01-29T07:11;2046-01-30T15:15;105;20_9;1423;4817014676377407_
Ефремов Владимир Игнатьевич;6894_269476;Хабаровск;Екатеринбург;2142-09-29T04:05;2142-10-01T21:20;440;6_8;695;4100281171385070_
Симонов Адам Прохорович;1612_400945;Канаш;Владимир;2016-02-24T03:33;2016-02-24T08:21;24;3_1;1605;4817236472834701_
Петров Назар Кристоферович;8375_366251;Нягань;Тюмень;2052-06-03T04:52;2052-06-03T22:06;84;28_3;1037;5400556785817657_
Зимина Алевтина Константиновна;4962_823365;Арзамас;Канаш;2016-12-19T22:31;2016-12-20T03:32;643;5_5;515;5469724827557608_
Фёдорова Радмила Марковна;5755_906722;Владимир;Канаш;2016-07-28T17:55;2016-07-29T00:25;141;23_3;702;5200460703208423_
Миронова Раиса Максимовна;6040_979308;Канаш;Владимир;2017-12-31T10:01;2017-12-31T13:03;716;10_21;554;2200737746156573_
Тарасова Камилла Кузьминична;3557_853039;Луга;Струги Красные;2013-10-16T17:31;2013-10-16T18:32;727;3_2;533;2204115117360613_
Карпов Леонид Анатольевич;0989_562746;Мин. Воды;Владикавказ;2024-03-22T23:02;2024-03-23T07:04;681;1_13;514;2202454064288657_
Андреева Таисия Борисовна;4324_097782;Микунь;Ухта;2025-02-12T22:15;2025-02-13T02:39;98;31_6;637;5100656442786684_
Борисова Юнона Альбертовна;7932_473151;Рязань;Анапа;2017-09-23T03:58;2017-09-23T23:10;165;23_1;1133;2207355310310003_
Лебедев Александр Лукич;8581_564115;Крымская;Ростов-на-Дону;2032-03-01T05:30;2032-03-01T15:30;284;30_2;830;2207314125387706_
Янчук Алиса Евгеньевна;2647_267557;Москва;Санкт-Петербург;2028-05-23T14:55;2028-05-23T23:15;432;11_17;530;5469333605653457_
Сидоров Даниил Адамович;5144_578411;Москва;Рузаевка;2014-06-13T23:55;2014-06-14T07:57;147;2_5;620;4276266072375822_
Пономарев Даниил Игоревич;1574_579092;Шуя;Владимир;2018-08-24T18:52;2018-08-24T21:14;102;4_38;508;4817216527506256_
Родионов Семён Глебович;6721_691004;Самара;Ростов-на-Дону;2042-06-20T01:15;2042-06-21T02:30;457;34_1;1333;5200441850260362_
Павлова Павла Оскаровна;3507_239516;Сочи;Ростов-на-Дону;2027-05-22T01:30;2027-05-22T10:45;482;5_1;2631;4817424576564432_
Тарасова Римма Оскаровна;3175_154093;Киров;Ростов-на-Дону;2035-06-30T19:15;2035-07-02T12:40;551;1_54;1121;4567121035158223_
Абрамова Аглая Сергеевна;0494_273343;Сортавала;Петрозаводск;2015-10-10T09:37;2015-10-10T11:18;717;8_48;530;4000565855880370_
Родионова Любовь Игоревна;6078_130672;Воронеж;Москва;2035-06-05T17:33;2035-06-06T04:45;536;24_8;869;2207002062342104_
Марков Григорий Михайлович;6448_506545;Ростов-на-Дону;Краснодар;2035-06-19T00:28;2035-06-19T10:04;509;1_28;644;4000546754213367_
Коновалова Вероника Назаровна;8297_744456;Ростов-на-Дону;Краснодар;2036-09-03T03:25;2036-09-03T11:50;215;18_4;752;5469624722203434_
Некрасова Дария Казимировна;0952_775698;Ростов-на-Дону;Прохладная;2027-12-01T20:30;2027-12-02T05:50;99;23_1;791;4817586264440461_
Гуляева Софья Владленовна;1446_766494;Бикин;Хор;2013-04-24T16:05;2013-04-24T19:25;642;8_40;514;2207205168614623_
Кудрявцева Злата Лукинична;9849_938745;Екатеринбург;Челябинск;2015-08-20T00:50;2015-08-20T09:15;145;9_8;590;4817600684858601_
Коновалов Александр Филиппович;5826_114456;Симферополь;Севастополь;2019-06-16T08:50;2019-06-16T18:50;437;29_5;812;2202120838151057_
Гаврилова Полина Платоновна;3783_189594;Новосибирск;Тюмень;2037-05-26T04:55;2037-05-27T03:45;354;4_44;568;5200270104381744_
Ершов Тигран Назарович;4467_436652;Москва;Мичуринск;2025-11-15T19:50;2025-11-16T03:52;447;28_2;750;5469175124887207_
Ершов Анатолий Лукич;5016_993270;Чудово;Санкт-Петербург;2013-12-05T20:22;2013-12-05T21:23;709;7_27;527;5200108733336686_
Гусев Архип Тимофеевич;6507_393389;Волгоград;Самара;2067-12-10T10:25;2067-12-11T00:25;352;22_5;936;4300514275065633_
Карпова Октябрина Марковна;4496_050950;Рязань;Гагра;2026-11-25T11:51;2026-11-26T12:06;313;1_43;863;2202810850580267_
Соболева Радмила Артуровна;2382_943078;Самара;Екатеринбург;2046-03-26T08:30;2046-03-27T01:30;218;20_12;1010;2204364176282801_
Ефремов Григорий Борисович;9472_415963;Москва;Нижневартовск;2024-12-23T09:15;2024-12-25T17:20;404;4_13;735;5334601536013347_
Новиков Андрей Даниилович;4136_152149;Воронеж;Москва;2044-10-23T22:30;2044-10-24T11:30;374;29_13;874;4276183254037870_
Емельянова Милана Серафимовна;2159_538136;Самара;Саратов;2030-04-06T05:50;2030-04-06T15:30;305;8_19;540;4817602277708174_
Сидорова Карина Артемовна;5313_133518;Екатеринбург;Санкт-Петербург;2016-04-25T16:03;2016-04-27T19:06;198;27_5;2184;5486425353834415_
Соболева Ульяна Федоровна;1611_277831;Москва;Екатеринбург;2014-11-20T14:30;2014-11-21T02:18;369;1_3;677;4567577746618653_
Морозова Елена Лаврентьевна;2760_245152;Бухарест;Минск;2060-03-21T01:37;2060-03-22T09:28;60;1_38;977;5200124136436876_
Лебедев Евграф Арсеньевич;8023_275622;Керчь;Симферополь;2025-10-21T01:19;2025-10-21T07:32;419;18_3;679;4567575405731517_
Киселев Павел Никитич;3413_074108;Самара;Ростов-на-Дону;2044-08-23T00:15;2044-08-23T21:05;539;2_34;812;5200306132156113_
Лебедев Аполлон Викторович;2704_368440;Ростов-на-Дону;Адлер;2048-05-15T21:05;2048-05-16T17:55;539;21_5;1187;4276873445548344_
Леонова Диана Денисовна;2434_620889;Свирь;Петрозаводск;2016-04-18T17:52;2016-04-18T21:05;329;2_18;548;2200405527741774_
Сафронова Виктория Назаровна;1981_273469;Луга;Санкт-Петербург;2013-08-29T20:49;2013-08-29T22:51;604;12_30;507;4100514266843213_
Егоров Владимир Климентович;1229_224148;Саратов;Симферополь;2014-03-11T12:21;2014-03-12T19:49;231;2_29;972;4100832230074330_
Иванов Дмитрий Юрьевич;8022_147928;Екатеринбург;Омск;2045-05-18T17:07;2045-05-19T17:21;514;15_13;761;2204252240265432_
Филиппов Архип Елистратович;3916_365885;Волгоград;Ростов-на-Дону;2065-03-04T19:25;2065-03-05T05:42;341;3_1;2869;5486054827525614_
Морозов Вячеслав Маркович;7332_830927;Рязань;Москва;2018-11-26T05:03;2018-11-26T09:19;608;1_32;564;5100001545826188_
Егоров Дамир Макарович;1813_406101;Волгоград;Астрахань;2029-12-25T23:39;2029-12-26T07:40;47;3_1;2347;5334310714156048_
Соловьев Павел Еремеевич;6259_126215;Чудово;Москва;2013-07-10T20:11;2013-07-10T22:13;710;3_56;554;2200811610540005_
Калашникова Карина Игоревна;1767_372427;Санкт-Петербург;Керчь;2013-02-14T17:00;2013-02-16T05:00;153;26_18;1580;4817104444314246_
Давыдов Константин Арсеньевич;6068_773920;Сухум;Гагра;2021-07-23T03:40;2021-07-23T11:40;186;5_14;524;4817804518411365_
Маслов Пантелей Борисович;9616_375559;Москва;Ростов-на-Дону;2020-10-12T21:30;2020-10-13T13:03;239;23_8;985;5100081675681574_
Русаков Степан Давидович;8514_033531;Краснодар;Самара;2051-01-27T01:06;2051-01-28T09:39;566;19_5;1437;2207861711138671_
Седов Артур Пантелеевич;5952_459881;Без остановок;Санкт-Петербург;2013-08-11T12:41;2013-08-11T14:12;705;16_10;527;4817873318587445_
Ефремов Ростислав Казимирович;1019_313024;Симферополь;Москва;2028-02-11T03:53;2028-02-12T04:45;254;1_54;604;5500436332526616_
Савельев Матвей Владленович;1582_519842;Краснодар;Москва;2032-02-20T23:03;2032-02-21T08:15;264;25_7;803;2200703268663835_
Зимина Валерия Альбертовна;5546_582851;Уфа;Новороссийск;2044-09-01T21:00;2044-09-04T05:05;503;7_8;735;5200402018010053_
Афанасьева Элла Кузьминична;3298_116619;Инта;Вологда;2047-07-08T15:28;2047-07-09T20:52;42;2_5;552;2204280042622735_
Орлов Евграф Еремеевич;7730_015312;Ковров;Владимир;2014-04-02T12:15;2014-04-02T13:46;774;3_30;572;4300487057557505_
Сидоров Дмитрий Антонович;6943_502480;Керчь;Самара;2027-11-16T02:14;2027-11-17T10:41;494;26_7;1434;5334773565843411_
Андреева Моника Ярославовна;3436_826279;Киров;Санкт-Петербург;2029-10-17T14:15;2029-10-18T16:15;428;27_2;1358;4276486624058741_
Ситников Ефим Олегович;6446_236754;Рязань;Москва;2030-11-19T11:34;2030-11-19T17:35;498;6_44;525;5500660748551481_
Киселёва Белла Робертовна;5078_070867;Ростов-на-Дону;Адлер;2021-09-15T12:02;2021-09-16T16:50;243;2_15;551;4000314304264726_
Лобанова Валерия Григорьевна;7198_286505;Саратов;Самара;2029-11-12T16:23;2029-11-12T23:35;582;32_1;737;2202125017846737_
Яковлев Леонид Русланович;8881_358461;Волгоград;Санкт-Петербург;2035-09-21T00:06;2035-09-22T08:10;48;19_2;1423;5200535288081478_
Ершов Руслан Артурович;2401_392324;Нефтекамск;Уфа;2014-06-19T14:48;2014-06-19T22:04;395;28_7;709;2202225660478085_
Соколовский Василий Наумович;3900_458957;Москва;Санкт-Петербург;2018-03-05T03:05;2018-03-05T11:15;230;30_10;735;5400048585623754_
Макаров Тимофей Аполлонович;2299_818862;Владимир;Арзамас;2016-03-27T14:01;2016-03-27T15:47;743;5_43;547;5334826172688305_
Соколова Злата Альбертовна;2569_703761;Санкт-Петербург;Тверь;2013-08-12T08:50;2013-08-12T11:32;704;11_15;548;5334867370753172_
Мишина Майя Юрьевна;9382_221336;Анапа;Воронеж;2027-09-21T15:15;2027-09-22T17:15;556;27_1;1358;5334206124868636_
Седов Дамир Григорьевич;5896_355182;Новороссийск;Вятка;2016-07-25T18:00;2016-07-28T21:22;311;17_13;2761;4567756221264053_
Васильева Маргарита Геннадиевна;7693_435720;Ростов-на-Дону;Адлер;2096-07-03T23:45;2096-07-04T12:00;471;5_54;536;5486006301105342_
Гуляева Алина Вадимовна;1570_824043;Беломорск;Петрозаводск;2013-10-08T10:06;2013-10-08T15:18;22;16_1;649;4300824736264635_
Карпов Кирилл Пантелеевич;2461_901087;Омск;Иркутск;2015-04-08T08:00;2015-04-09T17:40;197;3_21;601;5200518730445157_
Сергеева Ульяна Артемовна;8923_563547;Самара;Москва;2103-09-27T09:00;2103-09-28T01:30;304;2_39;569;5500443831160481_
Миронова Глафира Георгиевна;9997_761780;Крымская;Ростов-на-Дону;2025-08-10T15:20;2025-08-10T23:00;110;8_46;532;4276753236105074_
Шилов Максим Лаврентьевич;9771_863415;Саратов;Волгоград;2069-02-15T00:21;2069-02-15T10:38;505;5_1;2869;4817470168474131_
Захаров Роман Климович;8037_646046;Владимир;Москва;2015-12-10T11:13;2015-12-10T12:44;10;8_51;506;5200182437483210_
Логинов Сергей Назарович;4453_387960;Саратов;Краснодар;2044-03-22T12:00;2044-03-23T05:40;381;19_13;1008;4000834221285274_
Павлова Ника Дмитриевна;9933_995838;Брян;Смоленск;2031-06-11T12:03;2031-06-11T22:15;598;4_43;530;4300500242705463_
Седов Пантелей Фёдорович;8753_545881;Воронеж;Краснодар;2026-05-06T10:22;2026-05-06T21:34;199;32_1;869;5200345232834423_
Богданова Элеонора Дмитриевна;7731_310033;Сухиничи;Брянск;2013-07-11T14:34;2013-07-11T16:36;627;3_6;506;5200116280022132_
Воробьёва Белла Вадимовна;9128_390083;Челябинск;Пермь;2017-07-23T11:45;2017-07-24T06:57;664;2_5;788;5200600617542575_
Савельева Клавдия Георгиевна;5694_435478;Туапсе;Адлер;2024-09-14T06:12;2024-09-14T13:14;611;27_4;732;4567868575465231_
Степанов Казимир Казимирович;5857_717573;Екатеринбург;Анапа;2072-02-07T07:45;2072-02-10T02:00;517;5_16;778;4567231102853015_
Ефимова Людмила Григорьевна;9220_320148;Ярославль;Воронеж;2029-05-28T09:40;2029-05-29T04:50;479;31_11;1052;5334271072346616_
Игнатов Сергей Всеволодович;0207_587766;Пятигорск;Москва;2019-05-21T00:20;2019-05-22T09:00;446;9_17;852;5334345863124652_
Новикова Валерия Платоновна;3267_040935;Сафоново;Москва;2013-05-22T12:06;2013-05-22T14:48;722;4_45;572;4300263476535810_
Маслов Николай Владимирович;0916_581682;Краснодар;Москва;2027-06-01T01:00;2027-06-01T16:00;228;1_49;725;5334885700637427_
Богданов Давид Валентинович;8399_205834;Ростов-на-Дону;Уфа;2030-01-18T19:41;2030-01-20T03:50;560;2_28;982;2207436073322773_
Яковлев Савелий Егорович;5412_196323;Лиски;Москва;2018-10-06T11:42;2018-10-06T16:30;214;8_14;551;5486187065832551_
Соболева Белла Власовна;7663_470133;Краснодар;Мурманск;2018-11-24T00:21;2018-11-26T04:25;210;4_1;12496;4276625630141150_
Ситников Артём Семёнович;3146_826891;Москва;Арзамас;2015-01-26T08:00;2015-01-26T11:02;715;14_54;554;5200422353765152_
Новиков Кристофер Евграфович;7261_508148;Крымская;Ростов-на-Дону;2018-02-14T11:18;2018-02-14T17:24;648;11_24;521;5500548673224336_
Фролова Полина Леонидовна;4570_541518;Москва;Нижний Новгород;2016-07-01T13:55;2016-07-01T19:59;9;6_53;518;2200485503343822_
Елисеева Клавдия Павловна;1667_364983;Рязань;Ртищево;2035-02-10T05:00;2035-02-10T14:20;13;24_2;791;5400332327284605_
Ушаков Тимофей Сергеевич;5436_346185;Талица;Екатеринбург;2014-08-14T12:36;2014-08-14T15:18;750;7_15;572;5100820505132067_
Семенов Борис Назарович;3415_912379;Москва;Анапа;2024-07-03T09:00;2024-07-04T10:00;297;24_13;1250;5400670047461650_
Журавлев Марк Захарович;7748_113844;Краснодар;Казань;2030-03-30T00:58;2030-03-31T16:37;532;2_9;571;5486533018646550_
Ромашкина Алевтина Евгеньевна;2413_336027;Москва;Воронеж;2030-12-22T19:00;2030-12-23T06:38;541;11_29;541;4276728006207546_
Котова Александра Ильинична;8102_403118;Калуга;Москва;2013-04-20T14:15;2013-04-20T17:17;768;5_41;618;5200322322208228_
Васильев Эрнест Прохорович;6607_081014;Москва;Чудово;2015-03-27T08:30;2015-03-27T11:12;703;13_45;548;4000734543623480_
Куликова Яна Мироновна;4456_725799;Керчь;Рязань;2022-04-15T22:45;2022-04-16T22:01;200;25_2;1198;5469131237335054_
Афанасьев Платон Александрович;9242_242619;Кандалакша;Ярославль;2025-06-16T06:30;2025-06-17T14:30;394;7_30;615;5334747670436246_
Янчук Ирина Георгиевна;1629_879553;Красноярск;Шира;2014-10-10T09:30;2014-10-10T17:30;615;4_56;524;4100072671874738_
